Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
22,Male,Computer Science,2,7,0,1,0
20,Male,Computer Science,1,7,0,0,0
23,Male,Electronics And Communication,0,8,0,0,1
28,Male,Civil,0,8.044209177,1,0,1
20,Male,Electrical,0,6,0,0,0
21,Male,Electronics And Communication,0,8.049736894,0,0,1
20,Male,Computer Science,1,6,0,0,0
21,Male,Information Technology,1,6,0,0,0
21,Male,Information Technology,0,7,0,1,1
24,Male,Electronics And Communication,0,7.05312234,0,0,0
22,Male,Electrical,2,6,1,0,1
24,Female,Information Technology,1,5.933756299,0,0,1
22,Male,Mechanical,0,6.909923461,1,1,0
22,Male,Information Technology,1,7,0,0,0
22,Male,Computer Science,1,7,0,0,0
21,Male,Mechanical,2,7.970888208,1,1,1
21,Male,Electronics And Communication,0,6,0,0,0
23,Male,Information Technology,1,7,0,0,0
20,Male,Computer Science,1,7,0,0,0
22,Male,Information Technology,1,7.931148048,1,0,1
22,Male,Mechanical,0,8,1,0,1
21,Male,Computer Science,1,8,0,0,1
21,Male,Electrical,0,8,0,0,1
21,Male,Information Technology,2,7,0,1,0
20,Male,Civil,1,6,0,0,0
21,Male,Mechanical,0,8,1,1,1
22,Male,Information Technology,1,8.051852716,1,0,1
22,Male,Mechanical,0,8,0,0,1
23,Male,Information Technology,1,6,0,0,1
22,Male,Mechanical,0,6.012390195,1,0,1
20,Male,Information Technology,0,8,0,0,1
22,Male,Information Technology,1,6,0,0,1
21,Female,Computer Science,1,6.954675009,1,0,0
26,Male,Computer Science,1,6.926680221,0,0,0
22,Female,Computer Science,2,7,1,0,0
21,Male,Mechanical,0,7,1,0,0
20,Male,Mechanical,0,7,1,0,0
22,Female,Information Technology,1,8.961795618,1,0,1
24,Female,Electronics And Communication,0,6,0,0,1
20,Male,Computer Science,0,7,0,0,0
24,Male,Computer Science,1,6,0,0,1
21,Male,Computer Science,1,6,0,0,0
22,Female,Information Technology,1,7.938166346,0,0,1
22,Male,Computer Science,0,6,0,0,0
22,Male,Electrical,1,6,0,1,0
21,Female,Electrical,1,6,0,0,0
22,Male,Mechanical,0,7.990273132,1,0,1
25,Male,Computer Science,1,8,0,0,1
22,Female,Computer Science,1,5,1,0,0
22,Male,Computer Science,2,7,0,0,0
22,Male,Information Technology,2,7.001176431,0,1,1
22,Male,Computer Science,1,7.079065011,0,0,1
23,Male,Information Technology,1,7.078920671,0,0,1
22,Male,Civil,1,7,0,1,0
22,Male,Mechanical,0,8,1,1,1
21,Male,Civil,0,7.969580223,0,0,1
22,Male,Mechanical,0,7.967027037,1,0,1
21,Male,Electronics And Communication,0,7,0,0,0
20,Male,Electrical,0,6,1,1,0
21,Male,Computer Science,1,7,0,0,0
21,Female,Electrical,1,8,0,0,1
22,Male,Electronics And Communication,0,8.096204862,0,1,1
22,Male,Mechanical,1,8,1,0,1
22,Male,Civil,0,6,0,0,0
22,Female,Information Technology,1,7,0,1,1
19,Male,Electrical,1,8,0,1,1
21,Male,Mechanical,0,9,1,1,1
19,Male,Civil,1,8,0,0,1
21,Male,Information Technology,0,7.965370001,0,0,1
26,Male,Computer Science,0,6,0,1,1
21,Male,Electrical,2,6.0037627,1,1,1
22,Male,Computer Science,0,7.014935367,0,1,0
22,Male,Information Technology,1,7.96216391,0,0,1
21,Male,Electrical,2,6,0,1,0
20,Female,Computer Science,0,8,1,0,1
21,Male,Mechanical,0,7,1,1,0
21,Male,Electrical,1,7.990017955,0,0,1
22,Female,Civil,1,7.991073489,0,0,1
21,Male,Electrical,0,7,0,0,1
23,Male,Electronics And Communication,2,8,0,0,1
23,Male,Mechanical,1,8,1,0,1
21,Male,Electronics And Communication,1,6,0,0,0
20,Male,Computer Science,0,6,0,1,0
22,Male,Electrical,0,6,0,0,0
19,Male,Mechanical,0,7,1,0,0
22,Male,Computer Science,2,8,0,0,1
21,Female,Electronics And Communication,2,8,0,0,1
21,Male,Electrical,1,8,0,0,1
21,Male,Computer Science,1,6,0,0,0
21,Male,Computer Science,0,7,0,1,0
21,Male,Computer Science,2,7,0,0,1
22,Female,Electronics And Communication,1,5.045223632,1,0,0
20,Female,Electrical,0,8,0,0,1
21,Male,Computer Science,0,7.016163125,0,1,0
24,Female,Information Technology,0,5,0,0,0
22,Male,Electrical,2,5.903520438,1,0,1
20,Male,Computer Science,0,7,0,1,0
22,Male,Information Technology,0,9,0,0,1
21,Male,Information Technology,1,8,0,0,1
21,Female,Electrical,0,8,0,0,1
21,Female,Civil,1,6.032837138,0,0,0
21,Female,Computer Science,1,6.0730487,1,1,0
22,Male,Mechanical,0,6.982822842,1,0,0
21,Male,Information Technology,0,8,0,0,1
20,Male,Electrical,2,7,1,0,1
22,Male,Mechanical,0,5,1,0,0
22,Male,Computer Science,0,7.01892111,0,1,1
22,Male,Information Technology,0,7,0,0,1
21,Male,Information Technology,0,6,0,1,0
20,Male,Electrical,0,6,0,0,0
23,Male,Information Technology,0,5,0,1,0
20,Male,Information Technology,0,6,0,0,0
22,Female,Electronics And Communication,1,7,0,0,0
19,Male,Computer Science,0,8,0,0,1
21,Male,Information Technology,0,6,0,0,0
20,Female,Electrical,3,6,0,1,0
19,Male,Information Technology,2,8,0,0,1
22,Male,Computer Science,1,6,0,0,0
22,Male,Electrical,1,7.055572933,0,0,0
22,Male,Electronics And Communication,0,7,0,0,0
22,Female,Electronics And Communication,1,6,1,1,0
20,Male,Electronics And Communication,0,7,0,0,0
21,Female,Computer Science,1,7.968199812,1,0,1
20,Female,Computer Science,0,8,1,0,1
21,Female,Information Technology,0,6,0,0,0
20,Female,Civil,1,6,0,1,0
21,Female,Computer Science,1,7,1,0,0
22,Male,Electronics And Communication,1,8,0,0,1
22,Male,Computer Science,0,6,0,0,0
19,Male,Civil,1,8,0,0,1
21,Male,Information Technology,1,8,1,0,1
21,Male,Electrical,0,8,0,0,1
21,Male,Electronics And Communication,2,7.965310614,0,0,1
20,Male,Computer Science,1,5,0,0,0
22,Female,Electronics And Communication,1,7.09721022,1,0,0
21,Male,Computer Science,2,6,0,0,1
22,Male,Mechanical,0,6,1,1,0
20,Male,Information Technology,0,8,0,0,1
20,Male,Computer Science,1,7,0,0,0
23,Male,Civil,0,6,0,0,1
21,Male,Electrical,1,9,0,0,1
20,Male,Information Technology,1,8,0,1,1
21,Male,Electrical,0,6,0,0,0
20,Male,Computer Science,0,8,0,1,1
24,Male,Electronics And Communication,1,6.058991746,0,1,1
19,Male,Information Technology,0,9,0,1,1
21,Male,Computer Science,1,8.084379985,0,0,1
21,Male,Electronics And Communication,1,8,0,1,1
24,Male,Civil,1,6,0,0,1
24,Male,Mechanical,0,6,1,0,1
21,Male,Information Technology,1,7,0,0,0
19,Male,Electronics And Communication,0,8,0,0,1
21,Male,Computer Science,1,6,0,0,0
21,Male,Electronics And Communication,0,8,0,0,1
20,Male,Electrical,1,6,0,0,0
22,Male,Civil,1,7,0,0,0
22,Male,Mechanical,0,8,1,0,1
22,Male,Computer Science,2,6.03362527,0,0,1
21,Male,Civil,0,7,0,0,0
22,Male,Civil,2,8.030718646,1,1,1
21,Female,Information Technology,1,7,0,1,1
21,Male,Civil,1,6.088849388,0,0,0
19,Male,Mechanical,0,8,1,0,1
21,Male,Civil,0,7,0,0,0
21,Male,Computer Science,2,7,0,0,1
21,Male,Electronics And Communication,1,9,0,1,1
19,Male,Information Technology,0,7,0,0,0
22,Female,Civil,1,6,0,0,0
21,Male,Computer Science,0,7,0,0,0
26,Male,Mechanical,0,6,1,0,1
21,Male,Information Technology,1,8,0,0,1
22,Male,Mechanical,0,8,1,0,1
21,Male,Mechanical,1,8,1,0,1
22,Male,Information Technology,0,6.071935672,0,0,0
24,Male,Information Technology,1,7,0,0,1
21,Female,Computer Science,1,5.959454124,1,0,0
21,Male,Civil,0,5.97118841,1,1,0
22,Female,Electrical,1,8,0,1,1
22,Male,Computer Science,3,8,0,0,1
21,Male,Information Technology,0,8,0,0,1
22,Female,Mechanical,1,6.901196315,1,0,0
19,Male,Electrical,1,7,0,1,1
22,Male,Information Technology,0,7,0,0,0
21,Male,Electrical,0,7,0,0,0
21,Female,Information Technology,1,8.047491624,0,0,1
22,Male,Civil,0,6.080022863,1,1,0
21,Male,Electronics And Communication,0,5.936025599,0,0,0
23,Male,Civil,0,4.95601839,0,0,0
22,Male,Computer Science,2,8,0,1,1
21,Male,Mechanical,0,7,1,0,0
21,Male,Electrical,0,6,0,0,0
24,Male,Information Technology,0,6,0,0,1
22,Male,Electrical,0,8,0,0,1
22,Male,Mechanical,2,9,1,0,1
20,Male,Mechanical,0,7.947516903,1,1,1
20,Male,Mechanical,0,9,1,1,1
21,Male,Information Technology,1,6,0,0,1
21,Male,Mechanical,0,8,0,0,1
21,Male,Mechanical,0,8,1,0,1
22,Male,Information Technology,0,6,0,0,0
20,Male,Information Technology,1,8,0,0,1
22,Female,Mechanical,1,5.979650591,1,0,0
21,Male,Mechanical,1,7.08528208,0,0,0
21,Male,Computer Science,2,6,0,0,1
22,Male,Computer Science,0,7.065170242,0,0,0
21,Male,Electronics And Communication,0,7,0,0,1
21,Female,Electronics And Communication,0,7,0,0,0
21,Male,Computer Science,1,7,0,0,0
19,Male,Electronics And Communication,1,8,0,0,1
20,Male,Computer Science,1,5.970089276,0,0,0
20,Male,Computer Science,0,8,0,0,1
22,Male,Computer Science,0,7.060538672,0,0,0
20,Female,Information Technology,2,8,0,0,1
22,Male,Mechanical,0,7,1,0,0
20,Male,Computer Science,1,5,0,0,0
21,Male,Computer Science,1,8.903333269,0,0,1
21,Male,Electronics And Communication,1,7.933812517,1,1,1
21,Male,Mechanical,0,7,1,0,0
21,Female,Information Technology,0,8,0,0,1
21,Female,Electronics And Communication,3,6,0,0,1
21,Male,Information Technology,2,7,0,1,1
22,Male,Information Technology,1,7,0,0,0
21,Male,Electrical,0,6,0,0,0
21,Female,Computer Science,1,6,1,0,1
22,Male,Computer Science,1,7.984203478,0,0,1
21,Male,Civil,1,5.903341082,0,0,0
20,Male,Electronics And Communication,1,6,1,1,0
22,Male,Information Technology,2,5,0,0,0
22,Male,Civil,1,5.998905732,0,0,0
22,Male,Electronics And Communication,2,5.984424471,0,0,1
20,Male,Civil,0,7,1,0,0
22,Male,Mechanical,1,4.948396028,0,0,0
21,Male,Computer Science,0,7,0,1,0
20,Male,Electrical,0,8,0,0,1
21,Male,Computer Science,2,8.018636292,0,0,1
21,Male,Electrical,0,8,0,0,1
21,Female,Electronics And Communication,2,8,0,0,1
21,Male,Electronics And Communication,1,5.962557779,0,1,0
21,Female,Information Technology,0,6.905615597,0,0,0
22,Male,Mechanical,0,8,1,1,1
21,Female,Computer Science,0,8,1,1,1
24,Male,Mechanical,1,7,1,0,0
20,Male,Electronics And Communication,1,6,0,0,0
26,Male,Computer Science,1,6,0,0,1
22,Male,Computer Science,1,6,0,0,0
22,Female,Information Technology,0,5.954991004,0,0,0
22,Male,Computer Science,0,8,0,1,1
22,Male,Computer Science,2,7,0,0,0
21,Male,Electrical,1,6,0,0,0
23,Male,Mechanical,0,5,1,1,0
23,Male,Mechanical,1,7.962838742,1,0,1
24,Male,Mechanical,1,8,1,1,1
21,Male,Mechanical,0,6.968912002,0,1,1
22,Male,Information Technology,2,6.035907726,0,0,1
20,Male,Information Technology,1,8.093613256,0,0,1
21,Female,Computer Science,1,8.050233234,1,0,1
22,Male,Information Technology,1,6.900200021,0,0,1
21,Male,Computer Science,2,9,0,1,1
24,Male,Electronics And Communication,1,7,0,1,0
21,Male,Computer Science,0,8,0,0,1
21,Female,Electronics And Communication,2,7,0,0,1
22,Male,Computer Science,2,8,0,1,1
22,Male,Computer Science,1,8.097940917,0,0,1
22,Female,Electrical,0,8,0,0,1
26,Male,Electrical,2,8,1,0,1
20,Female,Computer Science,3,8,1,0,1
21,Male,Electronics And Communication,0,8,0,1,1
23,Male,Electrical,0,6.01011859,0,0,0
20,Male,Computer Science,0,7,0,0,0
20,Male,Electronics And Communication,1,7,0,0,0
22,Male,Information Technology,1,5,0,0,0
21,Male,Civil,0,6.07805806,0,0,0
22,Male,Electronics And Communication,0,8,0,0,1
21,Female,Information Technology,1,8,1,0,1
22,Female,Information Technology,0,8,0,0,1
21,Female,Computer Science,1,7,1,0,0
21,Female,Electronics And Communication,1,7,1,0,0
22,Male,Civil,0,8,1,0,1
21,Male,Electronics And Communication,2,5.97148892,0,0,1
21,Male,Electrical,0,8,0,0,1
22,Male,Electronics And Communication,1,6.064319275,0,0,0
21,Male,Computer Science,0,7,0,1,0
22,Male,Civil,0,8,0,0,1
21,Female,Information Technology,0,7,0,0,0
20,Female,Electrical,0,8,0,0,1
22,Male,Electrical,1,7,0,0,0
22,Male,Mechanical,1,7.089623139,1,0,0
21,Male,Electronics And Communication,0,8,0,0,1
20,Male,Civil,0,8,0,0,1
21,Male,Electrical,0,6,0,0,0
22,Male,Information Technology,1,6,0,0,1
22,Male,Mechanical,1,7,0,0,0
22,Male,Mechanical,0,8,1,0,1
21,Male,Electronics And Communication,1,7,0,1,1
20,Male,Civil,0,6.928834007,1,1,0
22,Male,Computer Science,1,7,0,0,1
21,Male,Information Technology,1,8,0,0,1
21,Male,Electrical,1,7,1,1,1
22,Male,Electrical,1,6,0,0,1
23,Male,Mechanical,1,8,1,0,1
21,Male,Computer Science,1,8,0,1,1
20,Male,Computer Science,1,6,0,0,0
21,Male,Electrical,0,7.057955311,0,0,0
22,Male,Electronics And Communication,0,7.044773737,0,0,1
20,Female,Computer Science,2,8,1,0,1
22,Male,Civil,0,6,0,0,0
22,Male,Information Technology,0,8,0,1,1
21,Male,Electrical,0,5,1,0,0
21,Male,Electronics And Communication,1,6,0,0,0
21,Male,Information Technology,2,8,0,1,1
24,Male,Computer Science,0,5.987214027,0,1,1
23,Male,Electrical,0,8,0,1,1
19,Male,Computer Science,0,9,0,1,1
21,Male,Mechanical,0,6,1,0,0
20,Male,Mechanical,0,7,1,1,0
22,Male,Computer Science,1,8,0,0,1
22,Male,Information Technology,0,6.991519931,0,1,0
21,Female,Electronics And Communication,2,8,0,0,1
22,Female,Computer Science,1,7,1,0,0
20,Male,Information Technology,1,7,0,0,0
21,Male,Mechanical,1,6,1,1,0
22,Male,Civil,2,6,1,0,1
22,Male,Computer Science,0,6.049990302,0,0,1
21,Male,Electronics And Communication,0,7.93165824,0,0,1
29,Female,Mechanical,1,8,1,0,1
23,Male,Mechanical,1,7.042244522,1,0,1
23,Male,Computer Science,1,6.929719014,0,0,0
22,Male,Information Technology,1,7,0,0,0
21,Male,Electrical,1,6,0,0,0
22,Female,Electronics And Communication,2,7,0,0,0
21,Female,Information Technology,1,6,0,0,0
22,Male,Electronics And Communication,2,6,0,0,1
19,Female,Electrical,1,7,0,0,1
21,Female,Information Technology,0,6.046368491,0,0,0
19,Male,Electronics And Communication,0,7,0,0,0
24,Male,Information Technology,2,5.977513131,0,0,1
21,Male,Electronics And Communication,0,8,0,0,1
22,Male,Information Technology,1,5,0,0,0
24,Male,Information Technology,0,6,0,0,1
24,Male,Information Technology,2,8,0,0,1
21,Male,Information Technology,1,6,0,0,1
21,Male,Information Technology,0,7,0,0,0
22,Male,Electrical,0,7.912425589,0,1,1
23,Male,Mechanical,0,7.092752131,0,0,0
22,Male,Computer Science,1,6,0,0,1
24,Male,Computer Science,1,6.92087731,0,0,1
21,Male,Civil,0,8.010525277,0,0,1
20,Male,Information Technology,1,8,0,0,1
25,Male,Mechanical,0,7.093794207,1,0,0
20,Male,Computer Science,0,7,0,0,0
21,Male,Information Technology,2,7.973464395,0,0,1
20,Male,Mechanical,0,7,1,0,0
22,Male,Electronics And Communication,0,7,0,0,0
21,Male,Electrical,2,6,0,0,1
22,Female,Electrical,1,5.946031424,0,0,0
20,Male,Information Technology,0,7,0,0,0
22,Male,Information Technology,2,7.098692589,0,0,0
24,Male,Computer Science,1,6,0,0,1
24,Male,Mechanical,1,7,1,0,0
20,Male,Electrical,0,8,0,1,1
21,Male,Electronics And Communication,0,6.026926794,0,0,0
22,Male,Computer Science,2,8,0,1,1
20,Male,Computer Science,1,7,0,0,0
21,Male,Computer Science,1,7,0,0,0
19,Female,Mechanical,1,6,1,0,0
22,Male,Civil,0,7.071526049,0,0,0
21,Male,Information Technology,1,8.068433153,1,0,1
22,Male,Information Technology,0,7,0,1,0
20,Male,Computer Science,2,7,0,0,1
19,Male,Civil,1,7,0,1,0
21,Male,Computer Science,1,7,0,0,0
22,Male,Information Technology,0,6,0,0,0
22,Male,Electronics And Communication,0,7,0,0,0
22,Male,Information Technology,0,7,0,1,0
22,Male,Information Technology,0,6.953318149,0,0,1
22,Female,Electrical,1,6,0,0,0
20,Male,Computer Science,1,7,1,0,0
22,Female,Information Technology,0,8,0,0,1
20,Male,Civil,2,9,0,0,1
22,Male,Electrical,1,6,0,0,0
21,Male,Electrical,3,7,0,0,1
21,Male,Information Technology,0,8,0,0,1
22,Female,Mechanical,1,6,1,0,0
22,Male,Civil,0,7.061898774,0,1,0
22,Female,Information Technology,1,9,1,0,1
22,Male,Civil,0,5.902796722,0,0,0
22,Male,Electrical,1,7,0,0,0
22,Male,Civil,0,8,0,0,1
20,Female,Electronics And Communication,0,7,0,0,1
21,Male,Civil,0,9,0,0,1
21,Male,Mechanical,0,7,1,0,0
22,Female,Information Technology,0,8.097028647,0,0,1
22,Male,Mechanical,2,8,1,0,1
21,Female,Computer Science,1,6,1,1,0
21,Male,Electronics And Communication,0,7.918839998,0,0,1
21,Male,Civil,0,8,0,0,1
19,Male,Information Technology,2,8,0,0,1
21,Male,Mechanical,1,6.93220724,1,0,0
22,Male,Computer Science,0,9,0,0,1
21,Male,Electrical,1,7.035451366,1,1,1
21,Male,Electronics And Communication,2,6,1,1,0
21,Female,Electronics And Communication,2,6.964932206,0,0,1
21,Male,Electrical,0,8,0,0,1
22,Female,Electronics And Communication,0,7.096488447,0,0,0
23,Male,Electronics And Communication,0,6.057928631,0,0,0
22,Male,Information Technology,0,7,0,0,0
21,Female,Computer Science,2,6,1,1,0
20,Male,Information Technology,0,6,0,0,0
22,Male,Information Technology,1,7.967532662,0,0,1
21,Female,Information Technology,1,6.040259219,0,0,0
19,Male,Mechanical,1,8,0,1,1
23,Male,Electrical,1,7.924680535,0,0,1
22,Female,Information Technology,1,6.978568118,0,1,1
20,Male,Electronics And Communication,1,6,0,0,0
22,Female,Civil,1,6,1,0,0
22,Male,Computer Science,1,6.943751963,0,0,1
21,Male,Electronics And Communication,0,8,0,1,1
22,Male,Electrical,0,8,0,0,1
19,Male,Computer Science,0,7,0,1,0
21,Male,Information Technology,2,8,0,0,1
20,Male,Computer Science,0,6,0,1,0
22,Male,Electronics And Communication,1,5.975936995,0,0,0
19,Male,Electrical,1,8,0,1,1
20,Male,Computer Science,1,8,0,0,1
22,Male,Information Technology,1,6,0,0,0
22,Female,Civil,1,5.959573558,1,0,0
21,Male,Electrical,0,9,0,0,1
22,Male,Computer Science,1,6,0,0,0
22,Male,Information Technology,2,7.093939943,1,0,1
21,Male,Computer Science,2,7,0,0,1
21,Male,Computer Science,0,5.917613808,0,0,0
22,Male,Information Technology,0,7.983035591,0,0,1
20,Male,Civil,0,7,0,1,0
22,Male,Computer Science,1,8,0,0,1
20,Male,Computer Science,0,8.008626884,0,0,1
21,Male,Electronics And Communication,0,7,0,0,1
20,Male,Information Technology,1,7,0,0,0
19,Male,Mechanical,1,8,1,0,1
21,Male,Information Technology,0,6.02784297,0,0,1
23,Male,Civil,0,8,0,0,1
20,Male,Computer Science,3,7,0,1,0
21,Male,Electrical,0,6,0,0,0
26,Male,Civil,0,6,0,0,1
21,Female,Mechanical,1,4.936467815,1,0,0
21,Male,Information Technology,0,6,0,0,0
21,Male,Electronics And Communication,0,7,0,0,1
21,Male,Computer Science,1,5.916418143,0,0,1
23,Male,Information Technology,0,6.970921782,0,1,0
19,Male,Mechanical,1,6,1,1,0
22,Male,Computer Science,0,7,0,1,0
22,Female,Mechanical,1,7,1,0,0
22,Male,Civil,0,8.029578321,1,0,1
21,Male,Computer Science,1,8,0,0,1
21,Male,Computer Science,1,6.992626571,0,0,0
19,Male,Electrical,1,6,0,0,0
21,Male,Computer Science,1,8,0,0,1
21,Male,Computer Science,0,6.097251229,0,1,0
21,Female,Computer Science,0,6.955881706,1,0,0
26,Male,Electrical,0,6,0,0,1
21,Male,Civil,0,8,0,0,1
20,Male,Electronics And Communication,0,8,0,1,1
21,Female,Mechanical,1,6,1,0,0
19,Male,Electronics And Communication,0,8,0,0,1
19,Male,Information Technology,0,7,0,0,0
22,Male,Information Technology,2,6,0,0,1
21,Male,Computer Science,1,7,0,0,0
24,Male,Information Technology,1,7,0,0,0
22,Female,Information Technology,2,8.015719835,0,0,1
22,Male,Computer Science,1,7,0,0,0
21,Female,Information Technology,0,6,0,0,0
22,Male,Information Technology,1,7.998316507,0,0,1
22,Male,Information Technology,0,7.003129576,0,1,0
21,Male,Computer Science,0,6,0,0,0
21,Male,Mechanical,1,8,0,0,1
22,Male,Civil,1,6.931824714,0,0,0
22,Male,Mechanical,1,5.991972237,1,0,0
20,Female,Electrical,0,8,1,1,1
22,Male,Electrical,1,6.929457798,0,0,0
20,Male,Computer Science,0,8,0,0,1
22,Male,Computer Science,3,6.063945354,0,1,0
22,Male,Computer Science,0,6,0,1,0
22,Male,Computer Science,1,7.057689154,0,1,0
20,Male,Electrical,0,9,1,0,1
21,Male,Electrical,1,9,0,0,1
21,Male,Computer Science,0,8.09496289,0,1,1
22,Male,Information Technology,1,9.037802601,1,0,1
22,Male,Mechanical,2,7.912592772,1,0,1
22,Male,Electronics And Communication,1,6,0,0,0
22,Female,Electronics And Communication,0,7.995796628,0,0,1
21,Female,Electrical,0,7,1,1,0
23,Male,Mechanical,1,5,0,0,0
22,Male,Information Technology,0,8,0,0,1
20,Male,Information Technology,0,6,0,0,0
21,Male,Computer Science,0,7.082865621,0,1,0
23,Male,Computer Science,0,6,0,0,0
20,Female,Electrical,1,6.945377045,0,1,0
21,Male,Electrical,0,7,0,0,0
22,Male,Computer Science,0,6.009236301,0,0,0
21,Male,Computer Science,2,8,0,0,1
22,Male,Civil,0,6,0,0,0
21,Male,Computer Science,3,8,0,0,1
22,Male,Computer Science,1,6,0,0,0
20,Male,Computer Science,2,8,0,0,1
21,Male,Electronics And Communication,0,6,0,0,0
22,Male,Electronics And Communication,1,6.907048645,0,0,0
22,Male,Mechanical,0,8,1,0,1
21,Male,Civil,0,8,0,1,1
20,Male,Mechanical,0,7,1,0,0
22,Female,Information Technology,1,5.966325857,0,0,1
21,Male,Electronics And Communication,0,9,0,0,1
23,Male,Computer Science,0,6.93939073,0,0,1
21,Male,Information Technology,2,8,0,0,1
22,Male,Civil,1,7,0,0,0
20,Male,Electrical,0,9,0,1,1
19,Male,Information Technology,1,9,1,0,1
21,Male,Computer Science,1,5.913495374,0,0,0
21,Male,Computer Science,3,8.047782414,0,0,1
21,Male,Computer Science,2,8,0,0,1
22,Male,Information Technology,0,7,0,0,1
21,Male,Information Technology,0,7,0,0,0
22,Male,Electronics And Communication,2,7,0,0,0
22,Male,Civil,2,7,0,0,0
22,Male,Information Technology,1,8,1,0,1
20,Male,Electrical,3,7,0,0,1
23,Male,Electrical,0,8,0,0,1
21,Male,Mechanical,0,7,1,1,0
24,Male,Electronics And Communication,1,7.055282396,0,0,0
22,Male,Electronics And Communication,0,7.011359252,0,0,0
22,Male,Computer Science,1,8,0,0,1
21,Male,Computer Science,1,9.047275282,0,0,1
22,Female,Computer Science,1,7,1,0,0
19,Male,Mechanical,1,8,1,1,1
21,Male,Computer Science,2,7.927191778,0,0,1
22,Male,Electronics And Communication,2,7,0,1,0
21,Male,Electronics And Communication,0,7.024680614,0,0,1
20,Male,Computer Science,2,7,0,0,1
